Token,is_Stop_Word,Lemmatized,Tag,Tag Explanation,Part of Speech Tag,Dependency Parsing
outlaws,False,outlaws,NNPS,"noun, proper plural",PROPN,dobj
”,False,"""",'',closing quotation mark,PUNCT,punct
without,True,without,IN,"conjunction, subordinating or preposition",ADP,prep
providing,False,provide,VBG,"verb, gerund or present participle",VERB,pcomp
further,True,further,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
detail,False,detail,NN,"noun, singular or mass",NOUN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
Some,True,some,DT,determiner,DET,det
claims,False,claim,NNS,"noun, plural",NOUN,nsubj
are,True,be,VBP,"verb, non-3rd person singular present",AUX,ROOT
nearly,False,nearly,RB,adverb,ADV,advmod
impossible,False,impossible,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
to,True,to,TO,"infinitival ""to""",PART,aux
verify,False,verify,VB,"verb, base form",VERB,xcomp
during,True,during,IN,"conjunction, subordinating or preposition",ADP,prep
active,False,active,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
fighting,False,fighting,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
but,True,but,CC,"conjunction, coordinating",CCONJ,cc
satellite,False,satellite,NN,"noun, singular or mass",NOUN,compound
imagery,False,imagery,NN,"noun, singular or mass",NOUN,nsubj
from,True,from,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
area,False,area,NN,"noun, singular or mass",NOUN,pobj
paints,False,paint,VBZ,"verb, 3rd person singular present",VERB,conj
a,True,a,DT,determiner,DET,det
clear,False,clear,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
picture,False,picture,NN,"noun, singular or mass",NOUN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
At,True,at,IN,"conjunction, subordinating or preposition",ADP,advmod
least,True,least,RBS,"adverb, superlative",ADV,advmod
three,True,three,CD,cardinal number,NUM,nummod
cities,False,city,NNS,"noun, plural",NOUN,nsubjpass
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
10,False,10,CD,cardinal number,NUM,nummod
towns,False,town,NNS,"noun, plural",NOUN,conj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
villages,False,village,NNS,"noun, plural",NOUN,conj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
have,True,have,VBP,"verb, non-3rd person singular present",AUX,aux
been,True,be,VBN,"verb, past participle",AUX,auxpass
partially,False,partially,RB,adverb,ADV,advmod
burned,False,burn,VBN,"verb, past participle",VERB,ROOT
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
ground,False,ground,NN,"noun, singular or mass",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
past,False,past,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
month,False,month,NN,"noun, singular or mass",NOUN,pobj
alone,True,alone,RB,adverb,ADV,advmod
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
At,True,at,RB,adverb,ADV,advmod
least,True,least,JJS,"adjective, superlative",ADJ,advmod
one,True,one,CD,cardinal number,NUM,nummod
food,False,food,NN,"noun, singular or mass",NOUN,compound
market,False,market,NN,"noun, singular or mass",NOUN,nsubjpass
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Geneina,False,Geneina,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
which,True,which,WDT,wh-determiner,PRON,nsubj
hosts,False,host,VBZ,"verb, 3rd person singular present",VERB,relcl
more,True,more,JJR,"adjective, comparative",ADJ,amod
than,True,than,IN,"conjunction, subordinating or preposition",ADP,quantmod
"100,000",False,"100,000",CD,cardinal number,NUM,nummod
people,False,people,NNS,"noun, plural",NOUN,dobj
internally,False,internally,RB,adverb,ADV,advmod
displaced,False,displace,VBN,"verb, past participle",VERB,acl
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
violence,False,violence,NN,"noun, singular or mass",NOUN,pobj
over,True,over,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
last,True,last,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
two,True,two,CD,cardinal number,NUM,nummod
decades,False,decade,NNS,"noun, plural",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
been,True,be,VBN,"verb, past participle",AUX,auxpass
torched,False,torch,VBN,"verb, past participle",VERB,ROOT
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
A,True,a,DT,determiner,DET,det
school,False,school,NN,"noun, singular or mass",NOUN,npadvmod
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
turned,False,turn,VBN,"verb, past participle",VERB,amod
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
IDP,False,IDP,NNP,"noun, proper singular",PROPN,dobj
center,False,center,NN,"noun, singular or mass",NOUN,nsubjpass
was,True,be,VBD,"verb, past tense",AUX,auxpass
also,True,also,RB,adverb,ADV,advmod
set,False,set,VBN,"verb, past participle",VERB,ROOT
alight,False,alight,NN,"noun, singular or mass",NOUN,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
city,False,city,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
according,False,accord,VBG,"verb, gerund or present participle",VERB,prep
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
satellite,False,satellite,NN,"noun, singular or mass",NOUN,compound
photographs,False,photograph,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
" 
     
            ",False," 
     
            ",_SP,whitespace,SPACE,dep
Many,True,many,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,nsubj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
interviewees,False,interviewee,NNS,"noun, plural",NOUN,pobj
depict,False,depict,VBP,"verb, non-3rd person singular present",VERB,ROOT
an,True,an,DT,determiner,DET,det
emboldened,False,emboldened,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
RSF,False,RSF,NNP,"noun, proper singular",PROPN,dobj
that,True,that,WDT,wh-determiner,PRON,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,relcl
better,False,well,RBR,"adverb, comparative",ADV,advmod
armed,False,armed,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
than,True,than,IN,"conjunction, subordinating or preposition",ADP,prep
its,True,its,PRP$,"pronoun, possessive",PRON,poss
previous,False,previous,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
incarnation,False,incarnation,NN,"noun, singular or mass",NOUN,pobj
two,True,two,CD,cardinal number,NUM,nummod
decades,False,decade,NNS,"noun, plural",NOUN,npadvmod
ago,False,ago,RB,adverb,ADV,advmod
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
The,True,the,DT,determiner,DET,det
scale,False,scale,NN,"noun, singular or mass",NOUN,nsubj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
fighting,False,fighting,NN,"noun, singular or mass",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
today,False,today,NN,"noun, singular or mass",NOUN,npadvmod
eclipses,False,eclipse,VBZ,"verb, 3rd person singular present",VERB,ccomp
that,True,that,DT,determiner,PRON,dobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
early,False,early,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
2000s,False,2000s,CD,cardinal number,NUM,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
said,False,say,VBD,"verb, past tense",VERB,ROOT
Kholood,False,Kholood,NNP,"noun, proper singular",PROPN,compound
Khair,False,Khair,NNP,"noun, proper singular",PROPN,nsubj
",",False,",",",","punctuation mark, comma",PUNCT,punct
founder,False,founder,NN,"noun, singular or mass",NOUN,appos
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Confluence,False,Confluence,NNP,"noun, proper singular",PROPN,compound
Advisory,False,Advisory,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
a,True,a,DT,determiner,DET,det
Khartoum,False,Khartoum,NNP,"noun, proper singular",PROPN,npadvmod
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
based,False,base,VBN,"verb, past participle",VERB,amod
think,False,think,NN,"noun, singular or mass",NOUN,compound
tank,False,tank,NN,"noun, singular or mass",NOUN,appos
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
The,True,the,DT,determiner,DET,det
Janjaweed,False,Janjaweed,NNP,"noun, proper singular",PROPN,nsubj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
2003,False,2003,CD,cardinal number,NUM,pobj
definitely,False,definitely,RB,adverb,ADV,advmod
could,True,could,MD,"verb, modal auxiliary",AUX,aux
n’t,True,not,RB,adverb,PART,neg
have,True,have,VB,"verb, base form",AUX,aux
done,True,do,VBN,"verb, past participle",VERB,ROOT
what,True,what,WP,"wh-pronoun, personal",PRON,dobj
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,nsubj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
2023,False,2023,CD,cardinal number,NUM,pobj
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
done,True,do,VBN,"verb, past participle",VERB,ccomp
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
Khair,False,Khair,NNP,"noun, proper singular",PROPN,nsubj
added,False,add,VBD,"verb, past tense",VERB,ROOT
:,False,:,:,"punctuation mark, colon or ellipsis",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
But,True,but,CC,"conjunction, coordinating",CCONJ,cc
having,False,having,VBG,"verb, gerund or present participle",AUX,aux
enriched,False,enrich,VBN,"verb, past participle",VERB,advcl
himself,True,himself,PRP,"pronoun, personal",PRON,dobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
positioned,False,position,VBD,"verb, past tense",VERB,conj
himself,True,himself,PRP,"pronoun, personal",PRON,dobj
so,True,so,RB,adverb,ADV,advmod
well,True,well,RB,adverb,ADV,advmod
",",False,",",",","punctuation mark, comma",PUNCT,punct
despite,False,despite,IN,"conjunction, subordinating or preposition",SCONJ,prep
the,True,the,DT,determiner,DET,det
tumult,False,tumult,NN,"noun, singular or mass",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
past,False,past,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
four,True,four,CD,cardinal number,NUM,nummod
years,False,year,NNS,"noun, plural",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
Hemedti,False,Hemedti,NNP,"noun, proper singular",PROPN,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ccomp
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
a,True,a,DT,determiner,DET,det
position,False,position,NN,"noun, singular or mass",NOUN,pobj
where,True,where,WRB,wh-adverb,SCONJ,advmod
he,True,he,PRP,"pronoun, personal",PRON,nsubj
’s,True,’,VBZ,"verb, 3rd person singular present",VERB,relcl
able,False,able,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
to,True,to,TO,"infinitival ""to""",PART,aux
do,True,do,VB,"verb, base form",VERB,xcomp
exactly,False,exactly,RB,adverb,ADV,advmod
that,True,that,DT,determiner,PRON,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
" 
     
            ",False," 
     
            ",_SP,whitespace,SPACE,dep
More,True,More,JJR,"adjective, comparative",ADJ,amod
than,True,than,IN,"conjunction, subordinating or preposition",ADP,quantmod
"300,000",False,"300,000",CD,cardinal number,NUM,nummod
people,False,people,NNS,"noun, plural",NOUN,nsubjpass
were,True,be,VBD,"verb, past tense",AUX,auxpass
killed,False,kill,VBN,"verb, past participle",VERB,ROOT
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
ethnic,False,ethnic,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
cleansing,False,cleansing,NN,"noun, singular or mass",NOUN,compound
campaign,False,campaign,NN,"noun, singular or mass",NOUN,pobj
by,True,by,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Janjaweed,False,Janjaweed,NNP,"noun, proper singular",PROPN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
its,True,its,PRP$,"pronoun, possessive",PRON,poss
Arab,False,arab,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
militia,False,militia,NN,"noun, singular or mass",NOUN,compound
allies,False,ally,NNS,"noun, plural",NOUN,conj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
early,False,early,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
2000s,False,2000s,CD,cardinal number,NUM,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
A,True,a,DT,determiner,DET,det
precise,False,precise,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
death,False,death,NN,"noun, singular or mass",NOUN,compound
toll,False,toll,NN,"noun, singular or mass",NOUN,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ROOT
almost,True,almost,RB,adverb,ADV,advmod
impossible,False,impossible,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
to,True,to,TO,"infinitival ""to""",PART,aux
tally,False,tally,RB,adverb,ADV,xcomp
",",False,",",",","punctuation mark, comma",PUNCT,punct
as,True,as,IN,"conjunction, subordinating or preposition",SCONJ,mark
many,True,many,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,nsubjpass
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
those,True,those,DT,determiner,PRON,pobj
killed,False,kill,VBN,"verb, past participle",VERB,acl
were,True,be,VBD,"verb, past tense",AUX,auxpass
dumped,False,dump,VBN,"verb, past participle",VERB,advcl
into,True,into,IN,"conjunction, subordinating or preposition",ADP,prep
mass,False,mass,NN,"noun, singular or mass",NOUN,compound
graves,False,grave,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
Then,True,then,RB,adverb,ADV,advmod
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
President,False,President,NNP,"noun, proper singular",PROPN,compound
Bashir,False,Bashir,NNP,"noun, proper singular",PROPN,nsubjpass
was,True,be,VBD,"verb, past tense",AUX,auxpass
charged,False,charge,VBN,"verb, past participle",VERB,ROOT
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
the,True,the,DT,determiner,DET,det
International,False,International,NNP,"noun, proper singular",PROPN,compound
Criminal,False,Criminal,NNP,"noun, proper singular",PROPN,compound
Court,False,Court,NNP,"noun, proper singular",PROPN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
2010,False,2010,CD,cardinal number,NUM,pobj
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
crimes,False,crime,NNS,"noun, plural",NOUN,pobj
against,True,against,IN,"conjunction, subordinating or preposition",ADP,prep
humanity,False,humanity,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
war,False,war,NN,"noun, singular or mass",NOUN,compound
crimes,False,crime,NNS,"noun, plural",NOUN,conj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
genocide,False,genocide,NN,"noun, singular or mass",NOUN,conj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
relation,False,relation,NN,"noun, singular or mass",NOUN,pobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,compound
conflict,False,conflict,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
He,True,he,PRP,"pronoun, personal",PRON,nsubjpass
still,True,still,RB,adverb,ADV,advmod
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
not,True,not,RB,adverb,PART,neg
been,True,be,VBN,"verb, past participle",AUX,auxpass
handed,False,hand,VBN,"verb, past participle",VERB,ROOT
over,True,over,RP,"adverb, particle",ADP,prt
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
Sudanese,False,sudanese,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
authorities,False,authority,NNS,"noun, plural",NOUN,pobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
ICC,False,ICC,NNP,"noun, proper singular",PROPN,pobj
to,True,to,TO,"infinitival ""to""",PART,aux
stand,False,stand,VB,"verb, base form",VERB,advcl
